Code,Category,Year,Emissions
TTO,6B,1970,6.962165047999999
TTO,6C,1970,0.0244072
VCT,1A1a,1970,0.0005220722
VCT,1A1bc,1970,
VCT,1A2,1970,0.0117186791
VCT,1A3a,1970,
VCT,1A3b,1970,0.00255619056
VCT,1A3d,1970,
VCT,1A3e,1970,
VCT,1A4,1970,0.011546464810000002
VCT,1B1,1970,0.00493632
VCT,1B2,1970,0.010031987807
VCT,4A,1970,0.46543300000000004
VCT,4B,1970,0.013129996999999997
VCT,4C,1970,
VCT,4F,1970,0.008165512
VCT,6A,1970,0.210516
VCT,6B,1970,0.427834997
VCT,6C,1970,5.28308e-07
VGB,1A1a,1970,0.00013357585
VGB,1A1bc,1970,
VGB,1A2,1970,0.00130959025
VGB,1A3a,1970,
VGB,1A3b,1970,0.000277192585
VGB,1A3d,1970,
VGB,1A3e,1970,
VGB,1A4,1970,0.005132127273000001
VGB,1B1,1970,0.000403174
VGB,1B2,1970,0.005947109676
VGB,4A,1970,0.18813420000000003
VGB,4B,1970,0.012483820999999997
VGB,6A,1970,0.0105827
VGB,6B,1970,0.0403002102
VGB,6C,1970,0.00183639
VIR,4A,1970,0.5416768
VIR,4B,1970,0.0321000647
VIR,4F,1970,
VIR,6A,1970,0.473357
VIR,6B,1970,0.329455877
VIR,6C,1970,0.017288
BRA,1A1a,1970,0.26756891200000005
BRA,1A1bc,1970,0.18641359999999998
BRA,1A2,1970,20.766879999999997
BRA,1A3a,1970,0.017174999
BRA,1A3b,1970,11.868773309999998
BRA,1A3c,1970,0.10568285
BRA,1A3d,1970,0.199003
BRA,1A4,1970,306.34826289999995
BRA,1B1,1970,326.78252025
BRA,1B2,1970,380.4433119
BRA,1B2x,1970,0.39285
BRA,2B,1970,0.659124
BRA,2C,1970,4.00176
BRA,4A,1970,4653.032
BRA,4B,1970,136.47983304000002
BRA,4C,1970,592.8515
BRA,4F,1970,52.2309485
BRA,6A,1970,176.281
BRA,6B,1970,751.0790010000002
BRA,6C,1970,12.81876
ARG,1A1a,1970,0.425876001
ARG,1A1bc,1970,0.20354722
ARG,1A2,1970,2.100714
ARG,1A3a,1970,0.0082775
ARG,1A3b,1970,4.80206912
ARG,1A3c,1970,0.00168
ARG,1A3d,1970,0.188258
ARG,1A3e,1970,0.05286
ARG,1A4,1970,5.591441999999999
ARG,1B1,1970,64.18982
ARG,1B2,1970,676.4274830500001
ARG,1B2x,1970,
ARG,2B,1970,0.1735214
ARG,2C,1970,0.377164
ARG,4A,1970,3218.513
ARG,4B,1970,64.93797341999999
ARG,4C,1970,21.16677
ARG,4F,1970,17.17750742
ARG,6A,1970,85.8693
ARG,6B,1970,169.32105999999996
ARG,6C,1970,3.81394
BOL,1A1a,1970,0.013446
BOL,1A1bc,1970,0.007642
BOL,1A2,1970,0.073583
BOL,1A3a,1970,0.0006035004
BOL,1A3b,1970,0.2537904743
BOL,1A3c,1970,
BOL,1A4,1970,2.0341099999999996
BOL,1B1,1970,0.4477
BOL,1B2,1970,137.94412817000003
BOL,4A,1970,176.29098000000002
BOL,4B,1970,5.46480647
BOL,4C,1970,11.434187999999999
BOL,4F,1970,0.917021613
BOL,6A,1970,5.73563
BOL,6B,1970,24.208867680000004
BOL,6C,1970,0.162371
CHL,1A1a,1970,0.077086444
CHL,1A1bc,1970,0.09250409999999999
CHL,1A2,1970,0.5937944999999999
CHL,1A3a,1970,
CHL,1A3b,1970,1.402273941
CHL,1A3c,1970,0.0204615
CHL,1A3d,1970,0.0245
CHL,1A4,1970,15.513250000000001
CHL,1B1,1970,22.714954999999996
CHL,1B2,1970,625.638578
CHL,2B,1970,
CHL,2C,1970,0.0984179
CHL,4A,1970,254.973
CHL,4B,1970,6.276303400000001
CHL,4C,1970,5.229448
CHL,4F,1970,1.763007942
CHL,6A,1970,32.2918
CHL,6B,1970,73.7433735
CHL,6C,1970,0.540548
COL,1A1a,1970,0.0473490958
COL,1A1bc,1970,0.12337189300000001
COL,1A2,1970,1.3299790000000002
COL,1A3a,1970,0.001277002
COL,1A3b,1970,2.19596971
COL,1A3c,1970,0.0011809
COL,1A3d,1970,
